uniqueID,Sex,Age,Education,Income
246,1,6,5,8
247,1,7,5,7
248,0,13,4,2
249,0,10,6,7
250,0,13,5,6
251,0,13,3,2
252,1,9,6,7
253,0,12,3,3
254,0,9,6,7
255,1,9,4,8
256,1,10,4,5
257,0,7,5,1
258,0,8,4,4
259,0,10,4,7
260,0,13,4,5
261,1,10,6,7
262,1,8,6,8
263,1,8,6,4
264,1,12,5,8
265,0,11,5,4
266,1,11,3,8
267,1,10,6,8
268,1,10,5,8
269,0,11,5,5
270,1,5,5,8
271,0,5,4,8
272,0,11,4,5
273,1,9,5,5
274,0,10,6,5
275,1,8,5,7
276,1,10,4,4
277,0,10,6,6
278,1,4,6,6
279,0,10,4,6
280,0,4,6,3
281,1,9,5,7
282,0,10,4,6
283,0,10,5,3
284,1,7,4,3
285,1,9,5,8
286,1,7,5,8
287,1,11,5,7
288,0,8,4,7
289,0,11,6,7
290,0,10,6,7
291,0,11,4,4
292,0,13,5,5
293,1,11,4,5
294,0,7,2,2
295,0,12,3,1
296,1,8,6,5
297,0,9,6,6
298,0,6,5,7
299,0,7,6,8
300,0,8,6,8
301,0,9,5,4
302,0,13,4,4
303,1,13,5,6
304,0,10,4,4
305,1,9,4,6
306,0,9,4,8
307,0,7,4,8
308,0,11,4,4
309,0,8,6,8
310,0,6,3,1
311,0,8,4,1
312,1,9,4,2
313,1,5,4,7
314,0,13,3,1
315,0,9,4,4
316,0,13,4,5
317,1,13,5,4
318,0,5,6,5
319,0,3,5,8
320,0,13,6,7
321,0,8,3,3
322,0,7,4,1
323,0,9,3,2
324,1,8,4,2
325,0,7,4,8
326,0,13,4,1
327,0,7,5,8
328,1,4,5,6
329,0,11,4,6
330,1,8,5,8
331,1,12,2,2
332,0,10,4,3
333,0,12,4,4
334,1,7,6,7
335,0,11,2,2
336,1,11,5,6
337,1,11,3,3
338,1,10,6,7
339,0,11,5,1
340,0,10,4,1
341,0,9,4,6
342,0,6,6,5
343,0,9,6,7
344,1,6,3,3
345,0,5,4,7
346,0,8,5,7
347,0,7,6,8
348,1,9,5,6
349,0,8,6,3
350,0,13,4,2
351,1,9,4,6
352,1,9,6,2
353,1,10,3,2
354,0,9,3,5
355,1,6,5,3
356,0,2,4,3
357,1,8,4,6
358,0,12,5,2
359,0,4,6,7
360,0,6,4,3
361,1,11,4,2
362,1,9,5,8
363,0,11,3,1
364,1,9,4,6
365,1,7,6,7
366,0,9,5,3
367,1,13,5,6
368,0,13,5,2
369,0,4,5,2
370,1,6,6,7
371,0,6,4,2
372,0,5,6,8
373,1,5,4,7
374,1,10,4,1
375,0,8,4,4
376,0,6,6,8
377,0,9,6,8
378,0,13,6,1
379,1,7,5,2
380,0,9,5,4
381,1,12,4,3
382,0,12,4,2
383,1,8,4,8
384,0,10,2,3
385,0,8,6,6
386,1,1,4,3
387,1,10,4,6
388,1,10,4,4
389,0,12,4,1
390,1,7,5,6
391,0,10,6,8
392,0,8,6,3
393,1,9,4,6
394,0,4,5,4
395,0,8,5,1
396,0,13,6,5
397,1,13,6,7
398,0,10,6,7
399,0,8,6,5
400,0,9,4,2
401,0,10,4,3
402,0,9,5,5
403,0,9,4,2
404,0,3,6,4
405,0,8,4,1
406,0,9,6,6
407,0,12,4,8
408,1,10,6,4
409,0,5,4,5
410,0,8,4,7
411,0,11,4,1
412,1,5,2,3
413,1,10,6,8
414,0,12,6,8
415,1,11,4,3
416,0,10,3,1
417,0,10,3,1
418,1,10,4,7
419,0,3,5,4
420,1,9,4,5
421,1,8,4,1
422,1,13,3,5
423,0,11,6,6
424,0,9,2,7
425,1,4,5,6
426,0,10,4,1
427,0,10,4,3
428,0,10,4,2
429,1,3,4,6
430,0,12,4,6
431,0,10,6,8
432,0,10,6,8
433,1,9,6,8
434,0,10,6,7
435,0,8,5,3
436,0,8,5,8
437,1,5,5,1
438,0,1,4,2
439,0,5,6,8
440,0,13,3,3
441,0,10,5,5
442,1,6,4,1
443,0,7,6,8
444,0,9,4,5
445,1,10,6,7
446,0,12,3,3
447,0,13,6,5
448,1,9,6,8
449,1,10,4,6
450,0,11,5,3
451,0,10,4,3
452,0,9,5,3
453,0,8,6,6
454,0,10,6,8
455,0,8,4,3
456,1,10,5,8
457,0,11,4,5
458,1,11,5,4
459,0,11,5,4
460,0,9,3,5
461,0,11,5,6
462,0,12,6,6
463,0,10,3,2
464,0,8,5,2
465,0,9,5,6
466,1,4,5,5
467,1,10,6,8
468,1,5,5,5
469,1,8,4,7
470,0,7,4,1
471,0,10,5,4
472,0,11,4,3
473,0,5,6,6
474,0,7,6,4
475,0,2,6,8
476,0,9,6,8
477,0,12,5,5
478,0,8,3,3
479,1,10,6,7
480,0,4,4,7
481,0,9,4,5
482,1,2,4,3
483,1,10,5,7
484,0,9,4,4
485,0,11,5,3
486,0,12,5,4
487,1,13,6,8
488,1,7,4,8
489,0,9,5,4
490,0,9,2,1
491,0,9,6,7
492,0,9,5,6
493,0,10,6,6
494,0,11,6,7
495,1,12,5,7
496,0,10,4,4
497,1,8,4,7
498,0,10,6,7
499,1,10,6,7
500,0,6,6,8
501,1,12,6,2
502,0,9,4,7
503,0,8,5,5
504,0,12,4,3
505,0,9,4,2
506,0,13,4,2
507,0,8,4,4
508,1,12,6,6
509,1,10,6,8
510,0,11,4,7
511,0,13,6,3
512,0,10,6,8
513,0,12,4,6
514,0,12,5,3
515,0,9,4,6
516,1,11,4,8
517,0,6,6,7
518,1,10,3,4
519,1,13,6,8
520,0,10,4,5
521,0,12,6,5
522,1,9,4,6
523,0,13,4,6
524,1,7,6,8
525,0,11,5,5
526,1,11,6,8
527,1,10,4,6
528,1,4,4,8
529,0,9,5,8
530,0,11,4,5
531,0,13,6,4
532,0,10,6,8
533,0,9,4,8
534,1,8,5,5
535,0,8,5,4
536,0,9,4,4
537,0,9,4,1
538,1,13,4,7
539,1,13,5,6
540,1,9,5,7
541,0,11,6,8
542,0,7,4,4
543,1,8,5,7
544,1,11,6,8
545,1,7,6,8
546,0,8,5,8
547,0,11,5,5
548,0,2,5,2
549,0,7,6,7
550,0,8,6,8
551,0,10,5,6
552,1,11,6,8
553,0,11,4,2
554,0,13,4,8
555,1,9,4,1
556,0,9,1,1
557,0,12,5,6
558,0,12,5,6
559,0,7,4,1
560,0,10,3,1
561,0,10,4,3
562,0,9,4,7
563,1,10,2,2
564,0,11,6,7
565,0,13,4,3
566,0,9,6,7
567,1,13,4,5
568,0,7,5,8
569,0,9,5,4
570,0,10,4,2
571,0,8,6,8
572,0,10,6,6
573,0,3,4,5
574,0,11,4,4
575,0,9,6,6
576,1,6,4,7
577,1,9,5,8
578,0,5,4,8
579,0,13,6,5
580,0,13,5,2
581,0,8,5,6
582,1,13,3,3
583,0,11,5,6
584,0,2,3,2
585,0,9,6,8
586,1,10,6,8
587,0,6,6,8
588,0,10,5,6
589,1,9,6,8
590,0,11,5,4
591,0,12,4,4
592,0,7,5,6
593,1,11,4,3
594,0,13,3,2
595,0,9,5,6
596,0,9,6,8
597,0,11,3,2
598,0,7,4,2
599,0,11,5,6
600,1,13,6,8
601,0,13,3,2
602,0,11,6,5
603,0,7,6,2
604,0,13,6,5
605,0,13,4,3
606,0,12,5,6
607,0,12,4,4
608,0,8,6,8
609,0,4,6,8
610,0,9,4,8
611,0,7,6,8
612,0,13,5,6
613,0,2,5,1
614,0,3,6,6
615,1,13,4,6
616,0,11,6,8
617,0,8,6,8
618,1,11,2,3
619,1,10,5,6
620,0,11,5,5
621,0,8,4,3
622,0,3,3,4
623,0,9,4,4
624,1,7,4,7
625,0,11,3,3
626,0,8,5,8
627,1,9,1,6
628,1,5,6,8
629,1,10,3,6
630,1,3,6,8
631,0,12,5,5
632,0,10,4,1
633,1,10,6,8
634,0,7,4,7
635,1,9,3,5
636,0,11,4,6
637,1,11,4,3
638,0,11,6,8
639,0,12,4,4
640,1,1,5,8
641,0,11,5,3
642,0,13,3,7
643,1,9,6,8
644,0,9,4,6
645,0,9,5,3
646,0,6,6,4
647,0,11,4,4
648,0,8,4,6
649,1,13,6,7
650,1,10,5,6
651,1,10,6,7
652,1,9,5,3
653,0,10,6,8
654,0,7,6,1
655,0,10,6,7
656,1,9,5,6
657,0,13,4,2
658,0,3,5,6
659,0,13,3,3
660,0,12,2,1
661,1,10,6,8
662,0,11,6,8
663,0,10,4,7
664,1,11,6,7
665,0,11,5,6
666,1,10,4,1
667,0,12,5,5
668,0,13,3,3
669,1,8,6,7
670,0,5,6,1
671,0,10,6,3
672,0,13,4,4
673,0,8,6,6
674,1,5,5,8
675,0,6,4,4
676,0,10,5,3
677,0,8,5,1
678,1,12,6,5
679,0,10,6,4
680,0,9,6,7
681,0,12,4,6
682,0,12,3,2
683,0,8,5,5
684,1,9,5,3
685,1,10,6,6
686,1,9,6,3
687,0,11,4,7
688,0,7,6,7
689,1,8,6,8
690,0,8,5,5
691,0,7,6,8
692,0,11,5,6
693,0,7,6,3
694,1,8,6,8
695,0,10,4,5
696,0,6,6,8
697,1,7,5,7
698,0,9,2,2
699,1,4,6,1
700,0,8,6,7
701,1,11,5,6
702,0,8,6,8
703,0,4,6,7
704,1,11,4,6
705,0,9,4,8
706,1,11,2,3
707,1,10,4,6
708,0,10,4,5
709,1,8,4,3
710,0,13,4,7
711,0,11,4,4
712,1,12,4,4
713,0,13,6,8
714,0,11,4,5
715,0,12,4,4
716,0,12,4,6
717,0,7,5,7
718,0,11,3,3
719,0,8,4,7
720,1,12,4,6
721,0,11,6,6
722,0,7,6,8
723,0,9,3,2
724,0,3,5,8
725,0,11,6,6
726,1,8,4,6
727,1,11,2,3
728,0,13,5,4
729,1,10,5,6
730,0,8,5,6
731,0,7,4,7
732,1,11,4,6
733,0,1,6,6
734,0,10,2,3
735,1,7,6,7
736,0,10,4,7
737,0,8,4,3
738,1,12,4,6
739,0,7,4,3
740,0,13,4,3
741,0,9,6,6
742,0,10,5,7
743,0,8,5,3
744,1,2,5,4
745,0,12,5,2
746,1,11,6,8
747,1,11,6,8
748,1,11,3,4
749,1,11,6,8
750,0,11,6,5
751,1,11,6,1
752,1,10,6,8
753,1,12,6,8
754,1,2,6,1
755,0,9,6,8
756,0,7,5,1
757,1,8,4,7
758,1,10,5,6
759,0,4,5,6
760,1,7,3,2
761,0,6,6,8
762,0,11,4,5
763,0,4,6,8
764,1,10,6,6
765,0,12,4,2
766,0,10,5,8
767,0,10,4,4
768,1,13,6,8
769,0,7,4,7
770,0,8,6,8
771,0,12,4,6
772,0,13,3,3
773,1,7,6,8
774,1,13,5,6
775,0,7,5,7
776,1,10,6,6
777,1,10,5,5
778,0,10,4,7
779,0,12,6,6
780,1,3,6,3
781,0,12,4,2
782,0,9,4,2
783,0,8,6,8
784,1,13,4,5
785,1,12,5,7
786,1,7,4,7
787,0,12,4,7
788,1,8,3,5
789,0,11,6,7
790,0,8,4,8
791,0,12,5,5
792,0,9,6,7
793,0,7,6,5
794,0,7,5,8
795,0,10,5,7
796,0,10,5,3
797,0,13,3,3
798,0,7,5,6
799,0,9,4,6
800,0,1,4,5
801,1,9,5,5
802,0,8,5,8
803,0,8,4,1
804,1,4,4,6
805,1,3,4,4
806,0,5,6,8
807,0,7,5,7
808,1,8,6,8
809,1,13,6,7
810,0,12,6,8
811,1,13,4,3
812,0,7,3,1
813,0,13,3,3
814,1,9,3,7
815,0,8,4,5
816,0,8,4,3
817,0,9,4,2
818,0,5,5,6
819,0,10,4,3
820,0,6,6,7
821,0,11,4,3
822,1,9,4,5
823,0,8,5,7
824,0,13,4,3
825,1,8,6,8
826,1,8,5,4
827,0,11,4,5
828,0,13,5,8
829,1,6,6,8
830,1,11,4,7
831,0,9,6,6
832,1,11,4,6
833,0,7,6,8
834,0,9,3,3
835,0,2,5,5
836,1,10,5,6
837,0,9,3,3
838,0,7,5,7
839,0,11,5,8
840,0,8,5,5
841,0,7,6,8
842,1,8,5,5
843,0,3,4,5
844,1,12,4,6
845,1,7,4,5
846,0,10,6,6
847,0,11,6,7
848,0,11,5,4
849,1,8,5,8
850,0,10,5,5
851,1,11,6,7
852,0,12,6,5
853,0,9,5,8
854,0,10,6,8
855,0,7,6,7
856,0,10,3,3
857,0,11,6,5
858,0,13,4,4
859,0,11,4,5
860,0,11,6,8
861,0,4,6,7
862,0,13,4,2
863,1,4,4,8
864,1,8,6,8
865,1,6,6,8
866,1,11,6,4
867,0,10,3,1
868,0,8,4,3
869,0,10,3,1
870,1,7,4,6
871,1,1,4,2
872,0,4,6,8
873,0,8,6,8
874,0,11,5,5
875,1,11,4,6
876,0,9,5,1
877,0,11,3,4
878,0,7,6,8
879,0,11,5,7
880,1,9,6,7
881,0,12,6,8
882,1,10,4,5
883,0,7,4,1
884,0,13,4,5
885,1,9,4,8
886,1,8,4,4
887,1,5,6,7
888,0,9,6,6
889,1,10,6,8
890,0,10,5,5
891,0,5,4,6
892,1,11,5,7
893,1,8,2,8
894,1,6,6,5
895,0,11,4,2
896,0,13,5,5
897,1,13,6,6
898,0,7,6,7
899,0,11,4,3
900,0,13,5,5
901,0,8,5,5
902,1,12,6,6
903,1,3,6,8
904,0,2,5,3
905,1,12,4,5
906,0,11,3,1
907,0,10,4,2
908,0,7,4,1
909,0,10,5,7
910,0,11,6,6
911,0,8,5,8
912,1,10,6,8
913,0,13,3,2
914,1,13,5,7
915,1,10,6,8
916,0,9,6,2
917,1,8,6,8
918,0,10,5,8
919,0,12,5,3
920,0,13,5,4
921,0,10,5,7
922,1,9,6,8
923,0,9,6,4
924,0,11,6,8
925,0,11,3,6
926,1,5,5,7
927,0,10,5,2
928,1,12,6,6
929,0,9,4,6
930,0,9,3,2
931,1,7,5,1
932,1,13,6,3
933,0,10,5,4
934,1,8,4,7
935,0,13,4,4
936,0,10,3,3
937,0,9,3,2
938,0,11,5,2
939,0,8,5,8
940,0,8,4,5
941,1,10,4,4
942,0,10,5,5
943,1,10,4,7
944,0,7,2,5
945,0,13,4,5
946,1,11,4,6
947,0,8,5,4
948,0,4,4,4
949,1,13,5,6
950,0,10,5,6
951,0,9,6,8
952,0,7,5,5
953,0,9,6,8
954,0,4,5,4
955,1,9,5,8
956,1,8,4,7
957,0,12,4,6
958,1,12,6,8
959,0,7,4,5
960,0,10,6,8
961,0,8,6,8
962,0,10,4,3
963,0,7,5,7
964,0,9,4,4
965,1,12,4,4
966,0,9,4,7
967,1,13,4,4
968,0,10,4,5
969,0,9,4,1
970,1,8,5,2
971,0,12,3,2
972,0,7,4,3
973,0,3,5,7
974,0,7,5,4
975,0,11,6,5
976,1,10,4,2
977,1,12,6,7
978,1,11,6,7
979,0,7,5,5
980,0,11,4,1
981,1,2,5,8
982,0,9,4,1
983,0,11,6,8
984,0,9,5,4
985,1,9,2,3
986,0,12,4,1
987,0,11,3,2
988,0,5,4,7
989,0,10,6,3
990,0,10,4,4
991,0,13,4,5
992,0,12,4,2
993,1,8,5,7
994,0,10,3,1
995,0,2,6,8
996,0,10,5,8
997,1,7,4,1
998,0,5,4,8
999,1,11,4,7
1000,0,9,4,7
1001,0,12,4,3
1002,0,8,5,2
1003,0,5,5,6
1004,0,8,4,3
1005,0,9,3,1
1006,0,13,5,6
1007,1,8,5,8
1008,0,10,3,2
1009,0,8,6,6
1010,0,7,5,5
1011,0,7,4,7
1012,1,8,6,7
1013,1,6,4,7
1014,0,9,5,5
1015,0,11,4,2
1016,1,8,4,7
1017,1,6,3,5
1018,1,9,6,8
1019,1,5,6,8
1020,1,13,2,2
1021,0,5,4,6
1022,0,8,5,8
1023,0,9,6,7
1024,0,10,4,7
1025,1,11,6,7
1026,0,10,4,4
1027,0,9,4,6
1028,0,8,4,3
1029,1,12,4,4
1030,0,11,3,4
1031,1,7,6,8
1032,0,9,3,4
1033,0,11,6,8
1034,0,7,4,1
1035,0,8,6,5
1036,1,4,6,5
1037,0,6,5,8
1038,0,10,5,3
1039,0,10,5,6
1040,1,3,6,6
1041,1,12,4,1
1042,1,9,6,5
1043,1,6,5,6
1044,0,8,5,7
1045,1,11,6,6
1046,0,8,6,8
1047,1,5,6,7
1048,0,10,3,1
1049,0,13,6,3
1050,0,3,6,7
1051,1,6,4,8
1052,0,2,4,2
1053,0,12,4,2
1054,0,9,6,8
1055,0,8,5,6
1056,1,2,5,8
1057,1,10,6,7
1058,0,13,3,2
1059,0,9,6,7
1060,0,9,4,2
1061,0,11,5,8
1062,1,8,5,8
1063,0,7,4,3
1064,0,10,4,3
1065,1,10,4,3
1066,0,9,6,7
1067,1,10,6,7
1068,1,11,6,7
1069,0,8,6,8
1070,0,9,4,8
1071,1,6,4,8
1072,0,5,6,8
1073,1,11,6,6
1074,0,8,4,7
1075,0,2,6,5
1076,0,6,6,7
1077,1,9,5,5
1078,0,7,6,8
1079,1,10,6,8
1080,1,8,5,8
1081,1,13,6,5
1082,0,11,4,5
1083,0,10,5,5
1084,1,9,6,5
1085,0,6,5,8
1086,0,7,4,4
1087,1,12,4,8
1088,1,11,6,8
1089,0,13,6,6
1090,0,5,4,5
1091,1,11,3,7
1092,1,10,4,7
1093,1,10,5,4
1094,0,12,6,7
1095,1,9,6,5
1096,0,9,4,8
1097,1,7,4,4
1098,1,10,6,7
1099,0,6,4,6
1100,1,10,4,8
1101,1,7,6,8
1102,1,9,5,8
1103,1,8,5,4
1104,0,8,5,3
1105,0,4,6,8
1106,0,9,5,7
1107,0,12,5,5
1108,0,7,5,8
1109,0,10,4,5
1110,0,10,5,4
1111,0,11,4,6
1112,1,5,5,6
1113,0,5,6,7
1114,1,11,3,4
1115,0,8,3,4
1116,0,6,5,8
1117,0,11,5,7
1118,0,11,4,5
1119,0,12,6,7
1120,0,11,5,4
1121,1,10,6,3
1122,0,7,5,5
1123,0,12,4,2
1124,1,10,5,6
1125,1,10,3,1
1126,1,12,6,8
1127,1,11,4,3
1128,1,8,6,8
1129,0,9,6,6
1130,0,10,5,7
1131,0,12,5,6
1132,0,13,2,2
1133,0,12,5,8
1134,1,13,6,8
1135,0,5,6,7
1136,0,9,4,1
1137,1,13,2,3
1138,0,8,5,2
1139,0,11,5,8
1140,0,12,4,2
1141,0,3,5,1
1142,1,9,6,8
1143,0,5,6,7
1144,1,13,2,4
1145,1,13,5,6
1146,1,7,4,2
1147,1,7,4,4
1148,0,13,2,4
1149,0,12,5,7
1150,0,12,3,2
1151,1,10,5,5
1152,1,10,5,5
1153,1,12,6,7
1154,1,3,6,8
1155,0,4,5,3
1156,0,7,4,7
1157,0,4,6,8
1158,0,11,5,6
1159,1,5,5,6
1160,0,7,6,8
1161,0,4,3,1
1162,1,12,6,8
1163,1,9,6,8
1164,0,11,6,8
1165,0,13,4,5
1166,1,3,6,7
1167,0,8,6,8
1168,1,12,4,6
1169,0,8,4,8
1170,0,13,5,5
1171,0,9,6,5
1172,0,10,5,7
1173,1,8,6,8
1174,1,10,3,1
1175,0,4,6,4
1176,0,7,4,6
1177,0,10,5,6
1178,0,10,2,3
1179,1,12,5,3
1180,1,5,6,8
1181,0,6,4,7
1182,1,6,6,8
1183,1,3,4,3
1184,0,3,5,7
1185,0,12,6,5
1186,0,8,5,6
1187,1,11,6,7
1188,1,8,6,6
1189,1,9,3,5
1190,0,9,4,7
1191,0,11,3,2
1192,1,5,6,8
1193,1,11,4,8
1194,0,11,4,6
1195,0,12,5,3
1196,0,12,5,6
1197,1,6,4,6
1198,0,9,5,1
1199,0,12,4,3
1200,0,9,6,7
1201,0,7,6,5
1202,0,6,5,6
1203,1,7,5,6
1204,0,10,5,8
1205,0,9,6,8
1206,0,12,5,4
1207,0,10,5,7
1208,1,10,4,7
1209,0,7,6,4
1210,0,9,4,2
1211,0,9,5,8
1212,1,8,4,6
1213,1,7,5,8
1214,1,13,5,4
1215,1,10,5,6
1216,0,6,5,8
1217,0,5,6,8
1218,1,10,6,7
1219,0,9,3,5
1220,0,13,5,8
1221,0,11,3,5
1222,0,13,5,2
1223,0,3,5,8
1224,1,3,4,7
1225,1,11,4,5
1226,1,10,5,4
1227,0,4,4,2
1228,0,12,2,4
1229,0,12,5,1
1230,1,9,6,8
1231,1,1,4,4
1232,0,5,4,4
1233,0,12,5,3
1234,0,10,6,8
1235,1,10,6,7
1236,0,6,4,2
1237,0,8,5,6
1238,0,12,4,3
1239,0,8,4,8
1240,0,7,4,6
1241,0,10,6,7
1242,0,10,4,5
1243,0,10,5,5
1244,0,9,5,8
1245,0,6,6,4
1246,0,7,5,8
1247,0,3,6,8
1248,1,8,4,8
1249,1,11,4,5
1250,0,12,5,4
1251,1,11,5,6
1252,1,10,4,2
1253,0,11,5,8
1254,0,11,4,3
1255,0,10,6,5
1256,1,11,4,8
1257,1,11,5,7
1258,0,12,3,4
1259,0,11,5,5
1260,1,12,4,8
1261,0,8,5,8
1262,1,10,4,4
1263,1,11,5,8
1264,0,11,4,6
1265,0,12,3,3
1266,0,11,5,8
1267,0,11,3,4
1268,0,12,4,3
1269,0,8,4,3
1270,0,6,5,8
1271,0,13,6,6
1272,0,9,6,6
1273,0,11,4,5
1274,0,5,5,6
1275,0,5,4,8
1276,0,11,4,4
1277,1,10,5,7
1278,0,10,6,7
1279,0,10,4,6
1280,0,13,4,7
1281,1,7,6,8
1282,0,9,5,3
1283,0,11,4,4
1284,0,11,4,6
1285,0,12,6,8
1286,0,13,2,2
1287,0,11,4,5
1288,0,10,5,8
1289,0,9,3,4
1290,0,8,5,8
1291,0,5,4,7
1292,1,11,6,8
1293,1,11,6,6
1294,1,11,5,4
1295,0,9,6,6
1296,0,7,6,8
1297,0,12,5,8
1298,1,6,4,7
1299,0,13,4,3
1300,0,7,6,8
1301,0,9,6,5
1302,0,7,5,5
1303,0,9,4,7
1304,0,10,5,6
1305,1,11,5,6
1306,1,10,6,6
1307,0,9,5,1
1308,1,13,5,5
1309,0,9,4,7
1310,0,9,5,5
1311,0,10,5,7
1312,0,9,6,5
1313,0,10,5,6
1314,1,8,3,2
1315,1,6,4,8
1316,0,11,3,3
1317,1,12,5,5
1318,0,8,6,5
1319,0,13,4,4
1320,1,10,4,6
1321,1,11,6,8
1322,1,9,5,5
1323,0,6,5,8
1324,0,5,6,6
1325,0,9,4,5
1326,0,4,6,1
1327,1,7,5,8
1328,0,10,4,8
1329,1,11,6,8
1330,0,7,6,8
1331,0,9,6,8
1332,1,8,6,6
1333,0,9,6,8
1334,0,7,5,8
1335,1,10,5,8
1336,0,11,5,6
1337,1,9,5,8
1338,0,10,6,8
1339,0,7,3,5
1340,0,6,4,7
1341,0,10,6,7
1342,0,10,6,8
1343,1,13,6,7
1344,1,10,5,2
1345,0,7,4,4
1346,0,6,6,8
1347,0,2,4,3
1348,1,6,6,6
1349,1,12,4,8
1350,1,11,4,5
1351,1,13,5,6
1352,0,8,5,6
1353,1,7,4,7
1354,0,11,5,3
1355,0,10,4,2
1356,0,10,4,6
1357,0,13,4,3
1358,0,6,5,7
1359,0,13,5,3
